S.No.,Name of Indian Agent,Name of Manufacturer,%$$%Name of the Device,File No.,,R. C. No.,"Date of
Issue","Validity of
the
Registration
Certificate",,
30,"M/s. Emergo (India)
Consulting Pvt. Ltd., H.No.
8/1 First Floor, Vasavi
colony, Kakaguda, Near
Picket, Secunderabad,
MCH Circle-7 Mandal,
Hyderabad","M/s. Americal Meidcal
Systems Inc., 10700 Bren
Road West, Minnetonka, MN
55343, USA",,31-1428-MD/2013-DC,,MD-1428,25.08.2015,15.08.2018,,
30,"M/s. Emergo (India)
Consulting Pvt. Ltd., H.No.
8/1 First Floor, Vasavi
colony, Kakaguda, Near
Picket, Secunderabad,
MCH Circle-7 Mandal,
Hyderabad","M/s. Americal Meidcal
Systems Inc., 10700 Bren
Road West, Minnetonka, MN
55343, USA","cm) / Device
for the treatment of Urinary
Incontinence
",31-1428-MD/2013-DC,,MD-1428,25.08.2015,15.08.2018,,
30,"M/s. Emergo (India)
Consulting Pvt. Ltd., H.No.
8/1 First Floor, Vasavi
colony, Kakaguda, Near
Picket, Secunderabad,
MCH Circle-7 Mandal,
Hyderabad","M/s. Americal Meidcal
Systems Inc., 10700 Bren
Road West, Minnetonka, MN
55343, USA", AMS ,31-1428-MD/2013-DC,,MD-1428,25.08.2015,15.08.2018,,
30,"M/s. Emergo (India)
Consulting Pvt. Ltd., H.No.
8/1 First Floor, Vasavi
colony, Kakaguda, Near
Picket, Secunderabad,
MCH Circle-7 Mandal,
Hyderabad","M/s. Americal Meidcal
Systems Inc., 10700 Bren
Road West, Minnetonka, MN
55343, USA","0 Spherical
Reservoir and AMS Conceal
Low Profile Reservoir /Device
for the treatment of Erectile
Dysfunction
",31-1428-MD/2013-DC,,MD-1428,25.08.2015,15.08.2018,,
30,"M/s. Emergo (India)
Consulting Pvt. Ltd., H.No.
8/1 First Floor, Vasavi
colony, Kakaguda, Near
Picket, Secunderabad,
MCH Circle-7 Mandal,
Hyderabad","M/s. Americal Meidcal
Systems Inc., 10700 Bren
Road West, Minnetonka, MN
55343, USA", AMS ,31-1428-MD/2013-DC,,MD-1428,25.08.2015,15.08.2018,,
30,"M/s. Emergo (India)
Consulting Pvt. Ltd., H.No.
8/1 First Floor, Vasavi
colony, Kakaguda, Near
Picket, Secunderabad,
MCH Circle-7 Mandal,
Hyderabad","M/s. Americal Meidcal
Systems Inc., 10700 Bren
Road West, Minnetonka, MN
55343, USA","0 MS Pump, AMS
",31-1428-MD/2013-DC,,MD-1428,25.08.2015,15.08.2018,,
30,"M/s. Emergo (India)
Consulting Pvt. Ltd., H.No.
8/1 First Floor, Vasavi
colony, Kakaguda, Near
Picket, Secunderabad,
MCH Circle-7 Mandal,
Hyderabad","M/s. Americal Meidcal
Systems Inc., 10700 Bren
Road West, Minnetonka, MN
55343, USA",0 CX MS Pump,31-1428-MD/2013-DC,,MD-1428,25.08.2015,15.08.2018,,
,,,"%$$%Preconnected – Penoscrotal,
AMS ",,,,,,,
,,,"0 CX MS Pump
Preconnected – Infrapubic,
AMS ",,,,,,,
,,,"0 LGX Pump
Preconnected – Penoscrotal
and AMS ",,,,,,,
,,,"0 LGX Pump
Preconnected – Infrapubic /
Device for the treatment of
Erectile Dysfunction
",,,,,,,
,,, AMS ,,,,,,,
,,,"0 CX Cylinders,
AMS ",,,,,,,
,,,"0 LGX Cylinders and
AMS ",,,,,,,
,,,"0 CXR Cylinders
Penile Prosthesis / Device for
the treatment of Erectile
Dysfunction
",,,,,,,
,,,". CXR Rear Tip Extender
Kit, CXR Non-Stacking Rear
Tip Extender Kit and RTE
(Rear Tip Extenders) / Device
for the treatment of Erectile
Dysfunction
",,,,,,,
,,,. AMS ,,,,,,,
,,,"0Product Line
Accessory Kit / Device for the
treatment of Erectile
Dysfunction
",,,,,,,
,,,". AMS Ambicor Penile
Prosthesis / Device for the
treatment of Erectile
Dysfunction
",,,,,,,
,,,". AMS AmbicorSnapcone
Rear Tip Extenders / Device
for the treatment of Erectile
Dysfunction",,,,,,,
31,"M/s. Becton Dickinson
India Pvt. Ltd., No. 34
Assisi Nagar, West
Thottam, Madhavaram,
Chennai - 51","M/s. Becton Dickinson
Infusion Therapy Systems
Inc., 9450 South State Street,
Sandy Utah 84070, USA
Having manufacturing","%$$%BD Q-Syte Extension Set /
Disposable Perfusion Set",31-1604-MD/2014-DC,,MD-1604,25.08.2015,30.06.2018,,
,,"premises at
M/s. Becton Dickinson
Infusion Therapy Systems
Inc., S.A. de C.V., Periferico
Luis Donaldo Colosio # 579,
Nogales, Sonora, Mexico-
84048",%$$%,,,,,,,
31,"M/s. B. Braun Medical
(inda) Pvt. Ltd.., Bldg B,
Gala 1-10, Prerna
Complex, Anjur Phata,
Dapoda Road, Val Village -
B, Taluka-Bhiwandi (Thane
-Zone 5)","M/s. B. Braun Melsungen AG,
Carl-Braun-Str. 1, 34212
Melsungen, Germany
Having manufacturing
premises at
M/s. B. Braun Melsungen AG,
Vascular Systems,
Sieversufer 8, 12359 Berlin,
Germany",%$$%,"31-687-MD /2009-DC
(Re Reg 02)",,MD-687,25.08.2015,30.11.2018,,
31,"M/s. B. Braun Medical
(inda) Pvt. Ltd.., Bldg B,
Gala 1-10, Prerna
Complex, Anjur Phata,
Dapoda Road, Val Village -
B, Taluka-Bhiwandi (Thane
-Zone 5)","M/s. B. Braun Melsungen AG,
Carl-Braun-Str. 1, 34212
Melsungen, Germany
Having manufacturing
premises at
M/s. B. Braun Melsungen AG,
Vascular Systems,
Sieversufer 8, 12359 Berlin,
Germany"," Coroflex Blue Neo And
Coroflex Blue Ultra /
Coronary Stent System
","31-687-MD /2009-DC
(Re Reg 02)",,MD-687,25.08.2015,30.11.2018,,
31,"M/s. B. Braun Medical
(inda) Pvt. Ltd.., Bldg B,
Gala 1-10, Prerna
Complex, Anjur Phata,
Dapoda Road, Val Village -
B, Taluka-Bhiwandi (Thane
-Zone 5)","M/s. B. Braun Melsungen AG,
Carl-Braun-Str. 1, 34212
Melsungen, Germany
Having manufacturing
premises at
M/s. B. Braun Melsungen AG,
Vascular Systems,
Sieversufer 8, 12359 Berlin,
Germany"," Coroflex ISAR / Coronary
Stent System
","31-687-MD /2009-DC
(Re Reg 02)",,MD-687,25.08.2015,30.11.2018,,
31,"M/s. B. Braun Medical
(inda) Pvt. Ltd.., Bldg B,
Gala 1-10, Prerna
Complex, Anjur Phata,
Dapoda Road, Val Village -
B, Taluka-Bhiwandi (Thane
-Zone 5)","M/s. B. Braun Melsungen AG,
Carl-Braun-Str. 1, 34212
Melsungen, Germany
Having manufacturing
premises at
M/s. B. Braun Melsungen AG,
Vascular Systems,
Sieversufer 8, 12359 Berlin,
Germany"," SeQuent Please / PTCA
Catheter
","31-687-MD /2009-DC
(Re Reg 02)",,MD-687,25.08.2015,30.11.2018,,
31,"M/s. B. Braun Medical
(inda) Pvt. Ltd.., Bldg B,
Gala 1-10, Prerna
Complex, Anjur Phata,
Dapoda Road, Val Village -
B, Taluka-Bhiwandi (Thane
-Zone 5)","M/s. B. Braun Melsungen AG,
Carl-Braun-Str. 1, 34212
Melsungen, Germany
Having manufacturing
premises at
M/s. B. Braun Melsungen AG,
Vascular Systems,
Sieversufer 8, 12359 Berlin,
Germany"," SeQuent Neo / PTCA
Balloon Catheter","31-687-MD /2009-DC
(Re Reg 02)",,MD-687,25.08.2015,30.11.2018,,
31,"M/s. Paul Hartmann
Medical Pvt. Ltd., Door No.
119, 120, First Floor, Trichy
Road, Ondipudur,
Coimbatore-641016,
Tamilnadu","M/s. Paul Hartmann AG, Paul
Hartmann-Strabe-12, D-
89522, Heidenheim Germany
Having manufacturing
premises at
M/s. Paul Hartmann S.A.,
08302 Mataro, Spain",%$$%,"31-952-MD /2011-DC
(Re Reg. 01)",,MD-952,26.08.2015,15.08.2018,,
31,"M/s. Paul Hartmann
Medical Pvt. Ltd., Door No.
119, 120, First Floor, Trichy
Road, Ondipudur,
Coimbatore-641016,
Tamilnadu","M/s. Paul Hartmann AG, Paul
Hartmann-Strabe-12, D-
89522, Heidenheim Germany
Having manufacturing
premises at
M/s. Paul Hartmann S.A.,
08302 Mataro, Spain"," Cosmopor E (Sterile)
","31-952-MD /2011-DC
(Re Reg. 01)",,MD-952,26.08.2015,15.08.2018,,
31,"M/s. Paul Hartmann
Medical Pvt. Ltd., Door No.
119, 120, First Floor, Trichy
Road, Ondipudur,
Coimbatore-641016,
Tamilnadu","M/s. Paul Hartmann AG, Paul
Hartmann-Strabe-12, D-
89522, Heidenheim Germany
Having manufacturing
premises at
M/s. Paul Hartmann S.A.,
08302 Mataro, Spain",Omnifix E,"31-952-MD /2011-DC
(Re Reg. 01)",,MD-952,26.08.2015,15.08.2018,,
31,"M/s. Emergo (India)
Consulting Pvt. Ltd., H. N.
8/1, First Floor, Vasavi
Colony, Kakaguda, Near,
Picket, Secunderabad,
MCH Circle-7, Mandal,
Hyderabad Dist - 500009","M/s. Microline Surgical Inc.,
50 Dunham road, Beverly,
MA 01915 USA",%$$%,31-1646-MD/2015-DC,,MD-1646,28.08.2015,15.08.2018,,
31,"M/s. Emergo (India)
Consulting Pvt. Ltd., H. N.
8/1, First Floor, Vasavi
Colony, Kakaguda, Near,
Picket, Secunderabad,
MCH Circle-7, Mandal,
Hyderabad Dist - 500009","M/s. Microline Surgical Inc.,
50 Dunham road, Beverly,
MA 01915 USA", M/L -,31-1646-MD/2015-DC,,MD-1646,28.08.2015,15.08.2018,,
31,"M/s. Emergo (India)
Consulting Pvt. Ltd., H. N.
8/1, First Floor, Vasavi
Colony, Kakaguda, Near,
Picket, Secunderabad,
MCH Circle-7, Mandal,
Hyderabad Dist - 500009","M/s. Microline Surgical Inc.,
50 Dunham road, Beverly,
MA 01915 USA"," Clip Cartridge /
Clip
",31-1646-MD/2015-DC,,MD-1646,28.08.2015,15.08.2018,,
31,"M/s. Emergo (India)
Consulting Pvt. Ltd., H. N.
8/1, First Floor, Vasavi
Colony, Kakaguda, Near,
Picket, Secunderabad,
MCH Circle-7, Mandal,
Hyderabad Dist - 500009","M/s. Microline Surgical Inc.,
50 Dunham road, Beverly,
MA 01915 USA"," Visu Loc Multi FireSpring
Clip Applier / Clip Applier with
Clip",31-1646-MD/2015-DC,,MD-1646,28.08.2015,15.08.2018,,
31,"M/s. Zimmer India Pvt. Ltd.,
14th Floor, Tower-5B, DLF
Cyber Terrace, DLF Cyber
City, Gurgaon-122002","M/s. Zimmer Inc, 1800 West
Center Street, Warsaw IN
46580, USA
Having manufacturing
premises at
M/s. Zimmer Orthopaedics
Manufacturing Ltd., Building #
2, East Park, Shannon",%$$%,"31-1119-MD/2012-DC
(Re Reg. 01)",,MD-1119,01.09.2015,15.09.2018,,
31,"M/s. Zimmer India Pvt. Ltd.,
14th Floor, Tower-5B, DLF
Cyber Terrace, DLF Cyber
City, Gurgaon-122002","M/s. Zimmer Inc, 1800 West
Center Street, Warsaw IN
46580, USA
Having manufacturing
premises at
M/s. Zimmer Orthopaedics
Manufacturing Ltd., Building #
2, East Park, Shannon"," NexGen Complete Knee
Solution / Total Knee
Replacement
","31-1119-MD/2012-DC
(Re Reg. 01)",,MD-1119,01.09.2015,15.09.2018,,
31,"M/s. Zimmer India Pvt. Ltd.,
14th Floor, Tower-5B, DLF
Cyber Terrace, DLF Cyber
City, Gurgaon-122002","M/s. Zimmer Inc, 1800 West
Center Street, Warsaw IN
46580, USA
Having manufacturing
premises at
M/s. Zimmer Orthopaedics
Manufacturing Ltd., Building #
2, East Park, Shannon"," Persona The Personalized
Knee System/ Total Knee
Replacement","31-1119-MD/2012-DC
(Re Reg. 01)",,MD-1119,01.09.2015,15.09.2018,,
,,"Industrial Estate, Co., Clare ,
Ireland",%$$%,,,,,,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA",%$$%,31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA"," RX Cytology Brush /
Biopsy Device
",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA"," Speedband Superview
Super ",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA"," Ligator,
Haemorrhoidal / Ligator,
Oesophageal
",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA"," Tandem XL Triple-Lumen
ERCP Cannula/ Cannula,
Endotherapy, Single Use
",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA"," Segura Hemisphere®
Stone Retrieval Basket
/Urinary Stone Retrieval
Basket
",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA"," Interject Clear Injection
Therapy Needle
Catheter/Gastrointestinal
Needles
",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA"," Interject Contrast Injection
Therapy Needle Catheter/
Gastrointestinal Needles
",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA"," Leveen Standard Needle
Electrode System / Electrode,
Electrosurgical
",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA"," Leveen CoAccess Needle
Electrodes System /
Electrode, Electrosurgical
",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA"," Leveen Superslim Needle
Electrodes System /
Electrode, Electrosurgical
",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA",". Soloist Single Needle
Electrode / Electrode,
Electrosurgical
",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA",". Trapezoid RX Wireguided
Retrieval Baskets / Retrieval
devices
",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
31,"M/s. Boston Scientific India
Pvt. Ltd. C-41 Ground
Floor, Okhla Industrial Area
Phase - II, New Delhi-20","M/s. Boston Scientific
Corporation, 300 Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460
USA",". Percuflex Biliary Stent
with Introducer Kit/ Biliary",31-1634-MD/2015-DC,,MD-1634,01.09.2015,15.09.2018,,
,,,"%$$%Device
",,,,,,,
,,,". Biliary Stent Introducer /
Biliary Device
",,,,,,,
,,,". Expect Endoscopic
Ultrasound Aspiration Needle
/ Aspiration Needle
",,,,,,,
,,,". Expect Flexible
Endoscopic Ultrasound
Aspiration Needle / Aspiration
Needle
",,,,,,,
,,,". Expect Slimline (SL)
Endoscopic Ultrasound
Aspiration Needle / Aspiration
Needle
",,,,,,,
,,,". Expect Slimline (SL)
Flexible Endoscopic
Ultrasound Aspiration Needle
/ Aspiration Needle
",,,,,,,
,,,". CoAccess Introducer Set /
Introducer set
",,,,,,,
,,,". AccustickTM II Introducer
System / Introducer System
",,,,,,,
,,,". Ureteral Catheter Flexible
Tip-Open End Ureteral
Catheter Set / Catheter
",,,,,,,
,,,". Ureteral Catheter Open
End Ureteral Catheter Set /
Catheter
",,,,,,,
,,,". Ureteral Catheter Stamey
All Purpose Open Tip
Ureteral Catheter Set /
Catheter
",,,,,,,
,,,". Ureteral Catheter Pigtail
Ureteral Catheter Set /
Catheter
",,,,,,,
,,,". Percutaneous Access Set
/ Catheter
",,,,,,,
,,,". Percuflex Biliary Stent /
Biliary Stent",,,,,,,
,,,%$$%,,,,,,,
,,,". Advanix Biliary stent /
Biliary Stent
",,,,,,,
,,,". Naviflex RX delivery
system / Stent delivery
System
",,,,,,,
,,,". Advanix biliary stent with
Naviflex RX delivery system
/Biliary Stent
",,,,,,,
,,,". eXcelon Transbronchial
Aspiration Needle / Aspiration
Needle
",,,,,,,
,,,". Cellebrity Endoscopic
Cytology Brush / Cytology
Brush
",,,,,,,
,,,". Zero Tip Airway Retrieval
Basket / Retrieval Basket
",,,,,,,
,,,. TRUEtome ,,,,,,,
,,,"
Cannulating Sphincterotome /
Biliary Sphincterotomes
",,,,,,,
,,,. TRUEtome ,,,,,,,
,,,"
Cannulating Sphincterotome /
Biliary Sphincterotomes
",,,,,,,
,,,. TRUEtome ,,,,,,,
,,,"
Cannulating Sphincterotome /
Biliary Sphincterotomes
",,,,,,,
,,,. ,,,,,,,
,,,,,,,,,,
,,," Dilator/Sheath Set /
Dilator/Sheath Set
",,,,,,,
,,,". Amplatz Type Graduated
Renal Dilatation Set / Renal
Dilatation Set
",,,,,,,
,,,". Amplatz Type Renal
Dilator / Renal Dilator
",,,,,,,
,,,". Amplatz Type Renal
Dilator /Sheath Set / Renal
Dilator /Sheath Set
",,,,,,,
,,,". Amplatz Type Renal
Sheath/ Renal Sheath
",,,,,,,
,,,". Amplatz Type Renal
Sheath Set / Renal Sheath",,,,,,,
,,,"%$$%Set
",,,,,,,
,,,". Clear Renal Sheath
/Renal Sheath
",,,,,,,
,,,". Dual Lumen Ureteral
Catheter / Ureteral Catheter
",,,,,,,
,,,". Escape™ Nitinol Stone
Retrieval Basket / Stone
Retrieval Basket
",,,,,,,
,,,". Gemini™ Paired Wire
Helical Stone Retrieval
Basket/ Stone Retrieval
Basket
",,,,,,,
,,,". Navigator™ HD Ureteral
Access Sheath Set / Ureteral
Access sheath set
",,,,,,,
,,,". Optiflex™ Nitinol Stone
Retrieval Basket/ Stone
Retrieval Basket
",,,,,,,
,,,". Single Action Pumping
System / Irrigation Devices
",,,,,,,
,,,". Single Action Pumping
System Continuous Flow /
Irrigation Devices
",,,,,,,
,,,". ZeroTip™ Nitinol Stone
Retrieval Basket / Stone
Retrieval Basket
",,,,,,,
,,,". Bagley Helical Stone
Retrieval Basket / Stone
Retrieval Basket
",,,,,,,
,,,". C-Flex Biliary Stent /
Biliary Stent
",,,,,,,
,,,". Advanix Pancreatic Stent
/ Stent
",,,,,,,
,,,". NaviFlex RX Pancreatic
Stent Delivery System /
Delivery System
",,,,,,,
,,,". NaviFlex Pusher / Pusher
",,,,,,,
,,,. TRUEtome Dreamwire ,,,,,,,
,,,"
Cannulating Sphincterotome/",,,,,,,
,,,"%$$%Cannulating Sphincterotome
",,,,,,,
,,,. TRUEtome Hydra ,,,,,,,
,,,"
Cannulating Sphincterotome /
Cannulating Sphincterotome
",,,,,,,
,,,. TRUEtome Jag ,,,,,,,
,,,"
Cannulating Sphincterotome/
Cannulating Sphincterotome
",,,,,,,
,,,. TRUEtome Jag ,,,,,,,
,,,"
Cannulating Sphincterotome /
Cannulating Sphincterotome
",,,,,,,
,,,". EndoVive Standard PEG
Kit /Gastric Feeding Devices
",,,,,,,
,,,". EndoVive One Step
Button- Low Profile
Percutaneous Endoscopic
Gastrostomy Kit / Gastric
Feeding Devices
",,,,,,,
,,,". EndoVive Low Profile
Replacement
Button/Gastrostomy Tube /
Gastric Feeding Devices
",,,,,,,
,,,", EndoVive Low Profile
Button Decompression Tube /
Gastric Feeding Devices
",,,,,,,
,,,". EndoVive Low Profile
Button Bolus Feeding Set /
Gastric Feeding Devices
",,,,,,,
,,,". Endo Vive Jejunal
Feeding Tube / Gastric
Feeding Devices
",,,,,,,
,,,". EndoVive Button Right
Angle Feeding Set /Gastric
Feeding Devices
",,,,,,,
,,,". EndoVive Y-Port Feeding
Adapter/ Gastric Feeding
Devices",,,,,,,
31,"M/s. Baxter (India) Pvt.
Ltd., Plot No. -70, A-26,","M/s. Gambro Lundia AB, Box
101 01, Magistratsvagen 16,","%$$%BiCart / Sodium Bicarbonate
Powder",31-1595-MD/2014-DC,,MD-1595,03.09.2015,15.08.2018,,
,"Rama Road Industrial
Area, New Delhi - 110015","SE-220 10 Lund, Sweden",%$$%,,,,,,,
31,"M/s. Zimmer India Pvt. Ltd.,
14th Floor, Tower 5B, DLF
Cyber Terrace, DLF Cyber
City, Gurgaon - 122002,
Haryana","M/s. Zimmer Spine, Cite
Mondiale 23, Parvis des
Chartrons, 33080 Bordeaux-
France",%$$%,"31-1043-MD/2011-DC
(Re Reg. 01)",,MD-1043,03.09.2015,15.08.2018,,
31,"M/s. Zimmer India Pvt. Ltd.,
14th Floor, Tower 5B, DLF
Cyber Terrace, DLF Cyber
City, Gurgaon - 122002,
Haryana","M/s. Zimmer Spine, Cite
Mondiale 23, Parvis des
Chartrons, 33080 Bordeaux-
France"," Fidji Cervical / Interbody
Implant
","31-1043-MD/2011-DC
(Re Reg. 01)",,MD-1043,03.09.2015,15.08.2018,,
31,"M/s. Zimmer India Pvt. Ltd.,
14th Floor, Tower 5B, DLF
Cyber Terrace, DLF Cyber
City, Gurgaon - 122002,
Haryana","M/s. Zimmer Spine, Cite
Mondiale 23, Parvis des
Chartrons, 33080 Bordeaux-
France"," Fidji Lombaire ( Lumber) /
Interbody Implant
","31-1043-MD/2011-DC
(Re Reg. 01)",,MD-1043,03.09.2015,15.08.2018,,
31,"M/s. Zimmer India Pvt. Ltd.,
14th Floor, Tower 5B, DLF
Cyber Terrace, DLF Cyber
City, Gurgaon - 122002,
Haryana","M/s. Zimmer Spine, Cite
Mondiale 23, Parvis des
Chartrons, 33080 Bordeaux-
France"," Universal Clamp / Spinal
Osteosynthesis Implants
","31-1043-MD/2011-DC
(Re Reg. 01)",,MD-1043,03.09.2015,15.08.2018,,
31,"M/s. Zimmer India Pvt. Ltd.,
14th Floor, Tower 5B, DLF
Cyber Terrace, DLF Cyber
City, Gurgaon - 122002,
Haryana","M/s. Zimmer Spine, Cite
Mondiale 23, Parvis des
Chartrons, 33080 Bordeaux-
France"," Uni Wallis / Non Infusion
Implants
","31-1043-MD/2011-DC
(Re Reg. 01)",,MD-1043,03.09.2015,15.08.2018,,
31,"M/s. Zimmer India Pvt. Ltd.,
14th Floor, Tower 5B, DLF
Cyber Terrace, DLF Cyber
City, Gurgaon - 122002,
Haryana","M/s. Zimmer Spine, Cite
Mondiale 23, Parvis des
Chartrons, 33080 Bordeaux-
France"," Instinct Java System /
Spinal Osteosynthesis
Implants ( Non-Sterile) / Rods
","31-1043-MD/2011-DC
(Re Reg. 01)",,MD-1043,03.09.2015,15.08.2018,,
31,"M/s. Zimmer India Pvt. Ltd.,
14th Floor, Tower 5B, DLF
Cyber Terrace, DLF Cyber
City, Gurgaon - 122002,
Haryana","M/s. Zimmer Spine, Cite
Mondiale 23, Parvis des
Chartrons, 33080 Bordeaux-
France"," Instinct Java System /
Spinal Osteosynthesis
Implants ( Non-Sterile) /
Blocker
","31-1043-MD/2011-DC
(Re Reg. 01)",,MD-1043,03.09.2015,15.08.2018,,
